Date,Buying
22-Mar-23,"8,858"
23-Mar-23,"8,931"
24-Mar-23,"8,975"
27-Mar-23,"8,914"
28-Mar-23,"8,823"
29-Mar-23,"8,826"
30-Mar-23,"8,836"
31-Mar-23,"8,910"
3-Apr-23,"8,831"
4-Apr-23,"8,905"
5-Apr-23,"9,060"
6-Apr-23,"9,068"
7-Apr-23,"9,003"
10-Apr-23,"8,989"
11-Apr-23,"8,974"
12-Apr-23,"9,027"
13-Apr-23,"9,053"
14-Apr-23,"9,134"
17-Apr-23,"9,008"
18-Apr-23,"8,992"
19-Apr-23,"9,050"
20-Apr-23,"9,017"
25-Apr-23,"8,990"
26-Apr-23,"9,093"
27-Apr-23,"9,049"
28-Apr-23,"9,024"
2-May-23,"9,022"
3-May-23,"9,159"
5-May-23,"9,268"
8-May-23,"9,114"
9-May-23,"9,142"
10-May-23,"9,241"
11-May-23,"9,220"
12-May-23,"9,203"
15-May-23,"9,177"
16-May-23,"9,232"
17-May-23,"9,158"
18-May-23,"9,133"
19-May-23,"9,069"
22-May-23,"9,147"
23-May-23,"9,136"
24-May-23,"9,214"
25-May-23,"9,194"
26-May-23,"9,156"
29-May-23,"9,113"
30-May-23,"9,123"
31-May-23,"9,181"
1-Jun-23,"9,243"
2-Jun-23,"9,256"
6-Jun-23,"9,170"
7-Jun-23,"9,226"
8-Jun-23,"9,128"
9-Jun-23,"9,220"
12-Jun-23,"9,224"
13-Jun-23,"9,238"
14-Jun-23,"9,160"
15-Jun-23,"9,141"
16-Jun-23,"9,186"
19-Jun-23,"9,208"
20-Jun-23,"9,213"
21-Jun-23,"9,163"
22-Jun-23,"9,144"
23-Jun-23,"9,109"
26-Jun-23,"9,175"
27-Jun-23,"9,170"
28-Jun-23,"9,101"
30-Jun-23,"9,120"
3-Jul-23,"9,107"
4-Jul-23,"9,137"
5-Jul-23,"9,135"
6-Jul-23,"9,110"
7-Jul-23,"9,095"
10-Jul-23,"9,124"
11-Jul-23,"9,158"
12-Jul-23,"9,175"
13-Jul-23,"9,210"
14-Jul-23,"9,073"
17-Jul-23,"9,018"
18-Jul-23,"9,054.30"
20-Jul-23,"9,201"
21-Jul-23,"9,159"
24-Jul-23,"9,125"
25-Jul-23,"9,111"
26-Jul-23,"9,138"
27-Jul-23,"9,107"
28-Jul-23,"9,033"
31-Jul-23,"9,083"
1-Aug-23,"9,024"
2-Aug-23,"8,994"
3-Aug-23,"9,017"
4-Aug-23,"8,979"
7-Aug-23,"9,012"
8-Aug-23,"8,993"
9-Aug-23,"9,007"
10-Aug-23,"8,922"
11-Aug-23,"8,929"
14-Aug-23,"8,968"
15-Aug-23,"8,992.77"
16-Aug-23,"8,989"
17-Aug-23,"8,960"
18-Aug-23,"8,948"
21-Aug-23,"8,956"
22-Aug-23,"8,975"
23-Aug-23,"9,010"
24-Aug-23,"9,078"
25-Aug-23,"9,090"
28-Aug-23,"9,059"
29-Aug-23,"9,112"
30-Aug-23,"9,148"
1-Sep-23,"9,160"
4-Sep-23,"9,186"
5-Sep-23,"9,200"
6-Sep-23,"9,169"
7-Sep-23,"9,139"
8-Sep-23,"9,159"
11-Sep-23,"9,152"
12-Sep-23,"9,157"
13-Sep-23,"9,114"
14-Sep-23,"9,117"
15-Sep-23,"9,125"
18-Sep-23,"9,182"
19-Sep-23,"9,246"
20-Sep-23,"9,239"
21-Sep-23,"9,236"
22-Sep-23,"9,183"
25-Sep-23,"9,197"
26-Sep-23,"9,158"
27-Sep-23,"9,103"
29-Sep-23,"8,942"
2-Oct-23,"8,846"
3-Oct-23,"8,776"
4-Oct-23,"8,780"
5-Oct-23,"8,782"
6-Oct-23,"8,771"
9-Oct-23,"8,882"
10-Oct-23,"8,970"
11-Oct-23,"8,971"
12-Oct-23,"9,020"
13-Oct-23,"9,030"
16-Oct-23,"9,289"
17-Oct-23,"9,259"
18-Oct-23,"9,306"
19-Oct-23,"9,480"
20-Oct-23,"9,613"
23-Oct-23,"9,604"
24-Oct-23,"9,631"
25-Oct-23,"9,630"
26-Oct-23,"9,685"
